Definitions:,Day or Night,What's the weather?,Is there wildfire or smoke?,Are there pelicans?,Are there pods?,How many pods?,Are the birds flying around/away from somewhere?,Are the babies on a nest or in a pod?,Are there predators?,Have the parents abandoned their young?,Is this a pretty photo?
20170719213500.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170719224000.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170720020500.jpg',day,cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170720032000.jpg',day,cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170720065500.jpg',night,,,,,,,,,,
20170720095500.jpg',night,,,,,,,,,,
20170720111500.jpg',night,,,,,,,,,,
20170720225000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170721032500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170721103500.jpg',night,,,,,,,,,,
20170722021500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170722032000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170722040500.jpg',night,,,,,,,,,,
20170722055500.jpg',night,,,,,,,,,,
20170722084000.jpg',night,,,,,,,,,,
20170722100500.jpg',night,,,,,,,,,,
20170722143500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170723014500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170724150500.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170725041000.jpg',night,,,,,,,,,,
20170725051000.jpg',night,,,,,,,,,,
20170725062500.jpg',night,,,,,,,,,,
20170725083000.jpg',night,,,,,,,,,,
20170725124500.jpg',day,sun,FALSE,TRUE,TRUE,3,FALSE,,FALSE,,FALSE
20170725143000.jpg',day,sun,FALSE,TRUE,TRUE,3,FALSE,,FALSE,,FALSE
20170725215000.jpg',day,partly cloudy,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170725232000.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170725233500.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170726012500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170726022000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170726030500.jpg',day,sun,FALSE,TRUE,TRUE,3,FALSE,,FALSE,,FALSE
20170726071000.jpg',night,,,,,,,,,,
20170726074500.jpg',night,,,,,,,,,,
20170726122500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170726160500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170726184000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170727033000.jpg',night,,,,,,,,,,
20170727040500.jpg',night,,,,,,,,,,
20170727134000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170727153500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170727173000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170727182500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170728030000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170728040500.jpg',night,,,,,,,,,,
20170728094000.jpg',night,,,,,,,,,,
20170728113500.jpg',night,,,,,,,,,,
20170728141000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170729054500.jpg',night,,,,,,,,,,
20170729093000.jpg',night,,,,,,,,,,
20170729095500.jpg',night,,,,,,,,,,
20170729105500.jpg',night,,,,,,,,,,
20170729122000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170729234000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170730033000.jpg',night,,,,,,,,,,
20170730083500.jpg',night,,,,,,,,,,
20170730113000.jpg',night,,,,,,,,,,
20170730145000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170730175500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170731033000.jpg',night,,,,,,,,,,
20170731054500.jpg',night,,,,,,,,,,
20170801011000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170801144500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170801150500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170801190500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170802090000.jpg',night,,,,,,,,,,
20170802145000.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170802160500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170802193500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170803003000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170803125000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170803132000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170803172000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170803213500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170804004000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170804022500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170804085500.jpg',night,,,,,,,,,,
20170804190000.jpg',day,sun,FALSE,TRUE,FALSE,,TRUE,,FALSE,,TRUE
20170804210500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170805014500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170805020500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170805042500.jpg',night,,,,,,,,,,
20170805045000.jpg',night,,,,,,,,,,
20170805212000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170806041000.jpg',night,,,,,,,,,,
20170806041500.jpg',night,,,,,,,,,,
20170806055500.jpg',night,,,,,,,,,,
20170806092500.jpg',night,,,,,,,,,,
20170806191000.jpg',day,cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170807033500.jpg',night,,,,,,,,,,
20170807151500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170807155500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170807182500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170807215500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170807220500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170808115500.jpg',night,,,,,,,,,,
20170808202000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170809010500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170809065500.jpg',night,,,,,,,,,,
20170809092500.jpg',night,,,,,,,,,,
20170809113000.jpg',night,,,,,,,,,,
20170809204000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170810000000.jpg',day,cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170810014500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170810024500.jpg',day,cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170810085000.jpg',night,,,,,,,,,,
20170810152500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170810160500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170810165000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170810234000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170811004500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170811041000.jpg',night,,,,,,,,,,
20170811081000.jpg',night,,,,,,,,,,
20170811143000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170811172000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170811195000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170812003000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170812020500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170812051000.jpg',night,,,,,,,,,,
20170812091000.jpg',night,,,,,,,,,,
20170812095000.jpg',night,,,,,,,,,,
20170813001500.jpg',night,,,,,,,,,,
20170813103000.jpg',night,,,,,,,,,,
20170813115500.jpg',night,,,,,,,,,,
20170814044000.jpg',night,,,,,,,,,,
20170814093000.jpg',night,,,,,,,,,,
20170814101500.jpg',night,,,,,,,,,,
20170814164500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170814232000.jpg',day,cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170815052500.jpg',night,,,,,,,,,,
20170815194000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170815231500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170816010000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170816103000.jpg',night,,,,,,,,,,
20170816110000.jpg',night,,,,,,,,,,
20170816131000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170816150500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,TRUE,,FALSE,,FALSE
20170816154800.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170816231500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170817000000.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170817002500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170817044000.jpg',night,,,,,,,,,,
20170817073500.jpg',night,,,,,,,,,,
20170817141000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170817183500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170817211500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170818002000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170818014000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170818133000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170818142500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170819023000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170819074500.jpg',night,,,,,,,,,,
20170819235000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170819235500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170821025000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170821054000.jpg',night,,,,,,,,,,
20170821084000.jpg',night,,,,,,,,,,
20170821161500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170821165500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170821181500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170822090000.jpg',night,,,,,,,,,,
20170822105000.jpg',night,,,,,,,,,,
20170822142000.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170822210500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170823085500.jpg',night,,,,,,,,,,
20170823153500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170823173500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170823231500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170824001500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170824003500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170824032500.jpg',night,,,,,,,,,,
20170824083000.jpg',night,,,,,,,,,,
20170824143500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170824184500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170824201000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170825041000.jpg',night,,,,,,,,,,
20170825132500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170825135000.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170825174000.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170825184500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170825221000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170826054000.jpg',night,,,,,,,,,,
20170826124000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170826235000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170827012500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170827170000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170827180000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170828034500.jpg',night,,,,,,,,,,
20170828050000.jpg',night,,,,,,,,,,
20170828062000.jpg',night,,,,,,,,,,
20170828064500.jpg',night,,,,,,,,,,
20170828235500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170829123500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170829153500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170830145000.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170830174500.jpg',day,cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170830200500.jpg',day,cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170831051500.jpg',night,,,,,,,,,,
20170831112500.jpg',night,,,,,,,,,,
20170831195500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170901080000.jpg',night,,,,,,,,,,
20170901182000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170902003500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170902081000.jpg',night,,,,,,,,,,
20170902142000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170902224500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170903030000.jpg',night,,,,,,,,,,
20170903173500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170903192500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170904113500.jpg',night,,,,,,,,,,
20170905040500.jpg',night,,,,,,,,,,
20170905061500.jpg',night,,,,,,,,,,
20170905155500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170905163500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170906101000.jpg',night,,,,,,,,,,
20170906173500.jpg',day,sun,TRUE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170906182000.jpg',day,sun,TRUE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170907071500.jpg',night,,,,,,,,,,
20170907144000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170907230000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170908011500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170908144000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170909000500.jpg',day,cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170909041000.jpg',night,,,,,,,,,,
20170909142000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170909183500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170910043500.jpg',night,,,,,,,,,,
20170910054000.jpg',night,,,,,,,,,,
20170910094000.jpg',night,,,,,,,,,,
20170910111000.jpg',night,,,,,,,,,,
20170910113500.jpg',night,,,,,,,,,,
20170910205500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170910230500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170911105000.jpg',night,,,,,,,,,,
20170911155500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170912092000.jpg',night,,,,,,,,,,
20170912093500.jpg',night,,,,,,,,,,
20170912134000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170912134500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170913053000.jpg',night,,,,,,,,,,
20170913104500.jpg',night,,,,,,,,,,
20170913174500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170914190500.jpg',day,cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170915035000.jpg',night,,,,,,,,,,
20170915035500.jpg',night,,,,,,,,,,
20170915042000.jpg',night,,,,,,,,,,
20170915052500.jpg',night,,,,,,,,,,
20170915062000.jpg',night,,,,,,,,,,
20170915100000.jpg',night,,,,,,,,,,
20170915235000.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170916020500.jpg',day,partly cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170916023000.jpg',night,,,,,,,,,,
20170916052000.jpg',night,,,,,,,,,,
20170916074000.jpg',night,,,,,,,,,,
20170916092500.jpg',night,,,,,,,,,,
20170916180000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170916182000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170916230000.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170917013000.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170917082500.jpg',night,,,,,,,,,,
20170917112500.jpg',night,,,,,,,,,,
20170918021000.jpg',night,,,,,,,,,,
20170918033000.jpg',night,,,,,,,,,,
20170918042500.jpg',night,,,,,,,,,,
20170918130000.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE
20170918151500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170918185500.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170918215000.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170919012000.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170919061000.jpg',night,,,,,,,,,,
20170919122500.jpg',night,,,,,,,,,,
20170919160500.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170920004500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170920053500.jpg',night,,,,,,,,,,
20170920150000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170920221500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170921065500.jpg',night,,,,,,,,,,
20170921144500.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170921153500.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170921183500.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170921184500.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170922033000.jpg',night,,,,,,,,,,
20170922061500.jpg',night,,,,,,,,,,
20170922064000.jpg',night,,,,,,,,,,
20170922070500.jpg',night,,,,,,,,,,
20170922073000.jpg',night,,,,,,,,,,
20170922174500.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170922205000.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170923052000.jpg',night,,,,,,,,,,
20170923065000.jpg',night,,,,,,,,,,
20170923091500.jpg',night,,,,,,,,,,
20170923104500.jpg',night,,,,,,,,,,
20170923113500.jpg',night,,,,,,,,,,
20170923161000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170923220500.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170923221500.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170924005000.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170924062000.jpg',night,,,,,,,,,,
20170924124000.jpg',night,,,,,,,,,,
20170924132500.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170924144000.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170925085000.jpg',night,,,,,,,,,,
20170925114500.jpg',night,,,,,,,,,,
20170925142000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170925144000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170925235500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170926104000.jpg',night,,,,,,,,,,
20170926130500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170926142500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170926151000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170926185000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170927034500.jpg',night,,,,,,,,,,
20170927092500.jpg',night,,,,,,,,,,
20170927171000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170927235000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170928022500.jpg',night,,,,,,,,,,
20170928231500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170929135500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170929150000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170930015500.jpg',night,,,,,,,,,,
20170930023000.jpg',night,,,,,,,,,,
20170930165500.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170930201000.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
20170930202500.jpg',day,cloud,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,
